,res,nx,n_iter,time,threads,vectorized
221,0.0576041,1024,1000,1.31959,16,True
222,0.0576041,1024,1000,1.30945,16,True
223,0.0576041,1024,1000,1.29044,16,True
224,0.0576041,1024,1000,1.35465,16,True
225,0.0576041,1024,1000,1.25581,16,True
226,0.0576041,1024,1000,1.26197,16,True
227,0.0576041,1024,1000,1.3094,16,True
228,0.0576041,1024,1000,1.32579,16,True
229,0.0576041,1024,1000,1.33149,16,True
230,0.0576041,1024,1000,1.32077,16,True
231,0.0576041,1024,1000,1.35701,16,True
232,0.0576041,1024,1000,1.31174,16,True
233,0.0576041,1024,1000,1.31797,16,True
234,0.0576041,1024,1000,1.25442,16,True
235,0.0576041,1024,1000,1.28769,16,True
236,0.0576041,1024,1000,1.33972,16,True
237,0.0576041,1024,1000,1.3134,16,True
238,0.0576041,1024,1000,1.34222,16,True
239,0.0576041,1024,1000,1.29572,16,True
240,0.0817692,2048,1000,11.2386,2,True
241,0.0817692,2048,1000,11.5623,2,True
242,0.0817692,2048,1000,11.5256,2,True
243,0.0817692,2048,1000,11.5208,2,True
244,0.0817692,2048,1000,11.5461,2,True
245,0.0817692,2048,1000,11.5237,2,True
246,0.0817692,2048,1000,11.5742,2,True
247,0.0817692,2048,1000,11.5522,2,True
248,0.0817692,2048,1000,11.5225,2,True
249,0.0817692,2048,1000,11.5712,2,True
250,0.0817692,2048,1000,11.5409,2,True
251,0.0817692,2048,1000,11.5096,2,True
252,0.0817692,2048,1000,11.5095,2,True
253,0.0817692,2048,1000,11.5098,2,True
254,0.0817692,2048,1000,11.5412,2,True
255,0.0817692,2048,1000,11.5363,2,True
256,0.0817692,2048,1000,11.547,2,True
257,0.0817692,2048,1000,11.554,2,True
258,0.0817692,2048,1000,11.5364,2,True
259,0.0817692,2048,1000,11.5595,2,True
260,0.0817692,2048,1000,11.5493,2,True
261,0.0817692,2048,1000,11.5252,2,True
262,0.0817692,2048,1000,11.5376,2,True
263,0.0817692,2048,1000,11.5377,2,True
264,0.0817692,2048,1000,11.546,2,True
265,0.0817692,2048,1000,11.5669,2,True
266,0.0817692,2048,1000,11.5098,2,True
267,0.0817692,2048,1000,11.5294,2,True
268,0.0817692,2048,1000,11.5368,2,True
269,0.0817692,2048,1000,11.5307,2,True
270,0.0817692,2048,1000,12.0292,4,True
271,0.0817692,2048,1000,11.9909,4,True
272,0.0817692,2048,1000,12.0013,4,True
273,0.0817692,2048,1000,12.0321,4,True
274,0.0817692,2048,1000,12.0385,4,True
275,0.0817692,2048,1000,12.0091,4,True
276,0.0817692,2048,1000,12.0422,4,True
277,0.0817692,2048,1000,11.9958,4,True
278,0.0817692,2048,1000,12.0061,4,True
279,0.0817692,2048,1000,12.0389,4,True
280,0.0817692,2048,1000,11.9982,4,True
281,0.0817692,2048,1000,12.0113,4,True
282,0.0817692,2048,1000,12.0286,4,True
283,0.0817692,2048,1000,12.0101,4,True
284,0.0817692,2048,1000,12.0469,4,True
285,0.0817692,2048,1000,12.0585,4,True
286,0.0817692,2048,1000,12.0472,4,True
287,0.0817692,2048,1000,12.0146,4,True
288,0.0817692,2048,1000,12.0063,4,True
289,0.0817692,2048,1000,12.015,4,True
290,0.0817692,2048,1000,12.0114,4,True
291,0.0817692,2048,1000,12.0349,4,True
292,0.0817692,2048,1000,11.9898,4,True
293,0.0817692,2048,1000,12.0643,4,True
294,0.0817692,2048,1000,12.0249,4,True
295,0.0817692,2048,1000,12.023,4,True
296,0.0817692,2048,1000,12.0603,4,True
297,0.0817692,2048,1000,12.0182,4,True
298,0.0817692,2048,1000,12.0577,4,True
299,0.0817692,2048,1000,11.9975,4,True
300,0.0817692,2048,1000,13.0082,8,True
301,0.0817692,2048,1000,12.971,8,True
302,0.0817692,2048,1000,13.0362,8,True
303,0.0817692,2048,1000,13.0277,8,True
304,0.0817692,2048,1000,12.4465,8,True
305,0.0817692,2048,1000,12.347,8,True
306,0.0817692,2048,1000,12.4474,8,True
307,0.0817692,2048,1000,12.3822,8,True
308,0.0817692,2048,1000,12.4185,8,True
309,0.0817692,2048,1000,12.4971,8,True
310,0.0817692,2048,1000,12.4317,8,True
311,0.0817692,2048,1000,12.3804,8,True
312,0.0817692,2048,1000,12.4167,8,True
313,0.0817692,2048,1000,12.4317,8,True
314,0.0817692,2048,1000,12.4542,8,True
315,0.0817692,2048,1000,12.4008,8,True
316,0.0817692,2048,1000,12.3938,8,True
317,0.0817692,2048,1000,12.3662,8,True
318,0.0817692,2048,1000,12.4752,8,True
319,0.0817692,2048,1000,12.4574,8,True
320,0.0817692,2048,1000,12.4633,8,True
321,0.0817692,2048,1000,12.2107,8,True
322,0.0817692,2048,1000,12.0967,8,True
323,0.0817692,2048,1000,12.0712,8,True
324,0.0817692,2048,1000,12.3761,8,True
325,0.0817692,2048,1000,12.2988,8,True
326,0.0817692,2048,1000,12.2563,8,True
327,0.0817692,2048,1000,12.2205,8,True
328,0.0817692,2048,1000,12.1253,8,True
329,0.0817692,2048,1000,12.0235,8,True
330,0.0817692,2048,1000,12.9176,16,True
331,0.0817692,2048,1000,12.833,16,True
332,0.0817692,2048,1000,12.7892,16,True
333,0.0817692,2048,1000,12.6661,16,True
334,0.0817692,2048,1000,12.9311,16,True
335,0.0817692,2048,1000,12.8689,16,True
336,0.0817692,2048,1000,12.7709,16,True
337,0.0817692,2048,1000,12.6999,16,True
338,0.0817692,2048,1000,12.9279,16,True
339,0.0817692,2048,1000,12.8398,16,True
340,0.0817692,2048,1000,12.7735,16,True
341,0.0817692,2048,1000,12.6523,16,True
342,0.0817692,2048,1000,12.9334,16,True
343,0.0817692,2048,1000,12.8782,16,True
344,0.0817692,2048,1000,12.7875,16,True
345,0.0817692,2048,1000,12.6624,16,True
346,0.0817692,2048,1000,12.9367,16,True
347,0.0817692,2048,1000,12.8966,16,True
348,0.0817692,2048,1000,12.8055,16,True
349,0.0817692,2048,1000,12.668,16,True
350,0.0817692,2048,1000,12.913,16,True
351,0.0817692,2048,1000,12.866,16,True
352,0.0817692,2048,1000,12.7946,16,True
353,0.0817692,2048,1000,12.6616,16,True
354,0.0817692,2048,1000,12.9024,16,True
355,0.0817692,2048,1000,12.8129,16,True
356,0.0817692,2048,1000,12.7617,16,True
357,0.0817692,2048,1000,13.5095,16,True
358,0.0817692,2048,1000,14.0465,16,True
359,0.0817692,2048,1000,13.3849,16,True
360,0.0401134,512,1000,0.301392,0,True
361,0.0401134,512,1000,0.295786,0,True
362,0.0401134,512,1000,0.315227,0,True
363,0.0401134,512,1000,0.284409,0,True
364,0.0401134,512,1000,0.295056,0,True
365,0.0401134,512,1000,0.28649,0,True
366,0.0401134,512,1000,0.306772,0,True
367,0.0401134,512,1000,0.329149,0,True
368,0.0401134,512,1000,0.293095,0,True
369,0.0401134,512,1000,0.288671,0,True
370,0.0401134,512,1000,0.278651,0,True
371,0.0401134,512,1000,0.290865,0,True
372,0.0401134,512,1000,0.323259,0,True
373,0.0401134,512,1000,0.285925,0,True
374,0.0401134,512,1000,0.284154,0,True
375,0.0401134,512,1000,0.277505,0,True
376,0.0401134,512,1000,0.30399,0,True
377,0.0401134,512,1000,0.296011,0,True
378,0.0401134,512,1000,0.288092,0,True
379,0.0401134,512,1000,0.280198,0,True
380,0.0401134,512,1000,0.274714,0,True
381,0.0401134,512,1000,0.315643,0,True
382,0.0401134,512,1000,0.342192,0,True
383,0.0401134,512,1000,0.330975,0,True
384,0.0401134,512,1000,0.291473,0,True
385,0.0401134,512,1000,0.316184,0,True
386,0.0401134,512,1000,0.310937,0,True
387,0.0401134,512,1000,0.303037,0,True
388,0.0401134,512,1000,0.291372,0,True
389,0.0401134,512,1000,0.291911,0,True
390,0.0576041,1024,1000,1.47089,0,True
391,0.0576041,1024,1000,1.53106,0,True
392,0.0576041,1024,1000,1.56135,0,True
393,0.0576041,1024,1000,1.50071,0,True
394,0.0576041,1024,1000,1.51687,0,True
395,0.0576041,1024,1000,1.53958,0,True
396,0.0576041,1024,1000,1.51812,0,True
397,0.0576041,1024,1000,1.52267,0,True
398,0.0576041,1024,1000,1.51378,0,True
399,0.0576041,1024,1000,1.53013,0,True
400,0.0576041,1024,1000,1.52823,0,True
401,0.0576041,1024,1000,1.51497,0,True
402,0.0576041,1024,1000,1.52638,0,True
403,0.0576041,1024,1000,1.51333,0,True
404,0.0576041,1024,1000,1.58407,0,True
405,0.0576041,1024,1000,1.5446,0,True
406,0.0576041,1024,1000,1.59341,0,True
407,0.0576041,1024,1000,1.55184,0,True
408,0.0576041,1024,1000,1.58047,0,True
409,0.0576041,1024,1000,1.57217,0,True
410,0.0576041,1024,1000,1.56003,0,True
411,0.0576041,1024,1000,1.59054,0,True
412,0.0576041,1024,1000,1.56029,0,True
413,0.0576041,1024,1000,1.56851,0,True
414,0.0576041,1024,1000,1.56921,0,True
415,0.0576041,1024,1000,1.56682,0,True
416,0.0576041,1024,1000,1.56518,0,True
417,0.0576041,1024,1000,1.6,0,True
418,0.0576041,1024,1000,1.56006,0,True
419,0.0576041,1024,1000,1.53685,0,True
420,0.0817692,2048,1000,11.1649,0,True
421,0.0817692,2048,1000,11.4033,0,True
422,0.0817692,2048,1000,11.4331,0,True
423,0.0817692,2048,1000,11.4072,0,True
424,0.0817692,2048,1000,11.4465,0,True
425,0.0817692,2048,1000,11.4564,0,True
426,0.0817692,2048,1000,11.4161,0,True
427,0.0817692,2048,1000,11.483,0,True
428,0.0817692,2048,1000,11.4343,0,True
429,0.0817692,2048,1000,11.4659,0,True
430,0.0817692,2048,1000,11.4262,0,True
431,0.0817692,2048,1000,11.4996,0,True
432,0.0817692,2048,1000,11.444,0,True
433,0.0817692,2048,1000,11.3726,0,True
434,0.0817692,2048,1000,11.4485,0,True
435,0.0817692,2048,1000,11.4191,0,True
436,0.0817692,2048,1000,11.4436,0,True
437,0.0817692,2048,1000,11.4359,0,True
438,0.0817692,2048,1000,11.4402,0,True
439,0.0817692,2048,1000,11.3965,0,True
440,0.0817692,2048,1000,11.3898,0,True
441,0.0817692,2048,1000,11.4588,0,True
442,0.0817692,2048,1000,11.3938,0,True
443,0.0817692,2048,1000,11.4413,0,True
444,0.0817692,2048,1000,11.4244,0,True
445,0.0817692,2048,1000,11.465,0,True
446,0.0817692,2048,1000,11.4273,0,True
447,0.0817692,2048,1000,11.4117,0,True
448,0.0817692,2048,1000,11.449,0,True
449,0.0817692,2048,1000,11.4325,0,True
450,0.0401134,512,1000,1.20563,2,False
451,0.0401134,512,1000,1.48523,2,False
452,0.0401134,512,1000,1.51099,2,False
453,0.0401134,512,1000,1.53379,2,False
454,0.0401134,512,1000,1.48271,2,False
455,0.0401134,512,1000,1.51313,2,False
456,0.0401134,512,1000,1.50247,2,False
457,0.0401134,512,1000,1.48958,2,False
458,0.0401134,512,1000,1.51053,2,False
459,0.0401134,512,1000,1.49182,2,False
460,0.0401134,512,1000,1.50126,2,False
461,0.0401134,512,1000,1.51433,2,False
462,0.0401134,512,1000,1.50187,2,False
463,0.0401134,512,1000,1.50725,2,False
464,0.0401134,512,1000,1.48626,2,False
465,0.0401134,512,1000,1.49706,2,False
466,0.0401134,512,1000,1.50848,2,False
467,0.0401134,512,1000,1.49404,2,False
468,0.0401134,512,1000,1.49494,2,False
469,0.0401134,512,1000,1.47472,2,False
470,0.0401134,512,1000,1.50643,2,False
471,0.0401134,512,1000,1.51188,2,False
472,0.0401134,512,1000,1.48194,2,False
473,0.0401134,512,1000,1.48877,2,False
474,0.0401134,512,1000,1.50972,2,False
475,0.0401134,512,1000,1.48866,2,False
476,0.0401134,512,1000,1.48057,2,False
477,0.0401134,512,1000,1.476,2,False
478,0.0401134,512,1000,1.53708,2,False
479,0.0401134,512,1000,1.48578,2,False
480,0.0401134,512,1000,0.936771,4,False
481,0.0401134,512,1000,0.974661,4,False
482,0.0401134,512,1000,0.976817,4,False
483,0.0401134,512,1000,0.956517,4,False
484,0.0401134,512,1000,0.951703,4,False
485,0.0401134,512,1000,1.00041,4,False
486,0.0401134,512,1000,0.972374,4,False
487,0.0401134,512,1000,0.949103,4,False
488,0.0401134,512,1000,0.961531,4,False
489,0.0401134,512,1000,0.973378,4,False
490,0.0401134,512,1000,1.00561,4,False
491,0.0401134,512,1000,0.981396,4,False
492,0.0401134,512,1000,0.981313,4,False
493,0.0401134,512,1000,0.982425,4,False
494,0.0401134,512,1000,0.973937,4,False
495,0.0401134,512,1000,0.989027,4,False
496,0.0401134,512,1000,0.970586,4,False
497,0.0401134,512,1000,0.98203,4,False
498,0.0401134,512,1000,0.992737,4,False
499,0.0401134,512,1000,0.973887,4,False
500,0.0401134,512,1000,0.979844,4,False
501,0.0401134,512,1000,0.962379,4,False
502,0.0401134,512,1000,1.06374,4,False
503,0.0401134,512,1000,1.07292,4,False
504,0.0401134,512,1000,0.983172,4,False
505,0.0401134,512,1000,0.96492,4,False
506,0.0401134,512,1000,0.979893,4,False
507,0.0401134,512,1000,0.956677,4,False
508,0.0401134,512,1000,1.02917,4,False
509,0.0401134,512,1000,0.974363,4,False
510,0.0401134,512,1000,0.878412,8,False
511,0.0401134,512,1000,0.916186,8,False
512,0.0401134,512,1000,0.888438,8,False
513,0.0401134,512,1000,0.90627,8,False
514,0.0401134,512,1000,0.887912,8,False
515,0.0401134,512,1000,0.885524,8,False
516,0.0401134,512,1000,0.889868,8,False
517,0.0401134,512,1000,0.900646,8,False
518,0.0401134,512,1000,0.875413,8,False
519,0.0401134,512,1000,0.909792,8,False
520,0.0401134,512,1000,0.871725,8,False
521,0.0401134,512,1000,0.889411,8,False
522,0.0401134,512,1000,0.915522,8,False
523,0.0401134,512,1000,0.890954,8,False
524,0.0401134,512,1000,0.917829,8,False
525,0.0401134,512,1000,0.880926,8,False
526,0.0401134,512,1000,0.89966,8,False
527,0.0401134,512,1000,0.906948,8,False
528,0.0401134,512,1000,0.874874,8,False
529,0.0401134,512,1000,0.880428,8,False
530,0.0401134,512,1000,0.88667,8,False
531,0.0401134,512,1000,0.879454,8,False
532,0.0401134,512,1000,0.880335,8,False
533,0.0401134,512,1000,0.896115,8,False
534,0.0401134,512,1000,0.910366,8,False
535,0.0401134,512,1000,0.908358,8,False
536,0.0401134,512,1000,0.896364,8,False
537,0.0401134,512,1000,0.874131,8,False
538,0.0401134,512,1000,0.908575,8,False
539,0.0401134,512,1000,0.90867,8,False
540,0.0401134,512,1000,1.35008,16,False
541,0.0401134,512,1000,1.26448,16,False
542,0.0401134,512,1000,1.27328,16,False
543,0.0401134,512,1000,1.29319,16,False
544,0.0401134,512,1000,1.29974,16,False
545,0.0401134,512,1000,1.29255,16,False
546,0.0401134,512,1000,1.32978,16,False
547,0.0401134,512,1000,1.30625,16,False
548,0.0401134,512,1000,1.28781,16,False
549,0.0401134,512,1000,1.29961,16,False
550,0.0401134,512,1000,1.29426,16,False
551,0.0401134,512,1000,1.31049,16,False
552,0.0401134,512,1000,1.28351,16,False
553,0.0401134,512,1000,1.295,16,False
554,0.0401134,512,1000,1.28282,16,False
555,0.0401134,512,1000,1.26432,16,False
556,0.0401134,512,1000,1.29099,16,False
557,0.0401134,512,1000,1.27305,16,False
558,0.0401134,512,1000,1.28259,16,False
559,0.0401134,512,1000,1.26131,16,False
560,0.0401134,512,1000,1.33135,16,False
561,0.0401134,512,1000,1.28289,16,False
562,0.0401134,512,1000,1.2918,16,False
563,0.0401134,512,1000,1.31316,16,False
564,0.0401134,512,1000,1.30465,16,False
565,0.0401134,512,1000,1.30934,16,False
566,0.0401134,512,1000,1.28147,16,False
567,0.0401134,512,1000,1.30513,16,False
568,0.0401134,512,1000,1.27006,16,False
569,0.0401134,512,1000,1.29608,16,False
570,0.0576041,1024,1000,6.11499,2,False
571,0.0576041,1024,1000,6.00656,2,False
572,0.0576041,1024,1000,6.07613,2,False
573,0.0576041,1024,1000,6.05207,2,False
574,0.0576041,1024,1000,6.05154,2,False
575,0.0576041,1024,1000,6.03003,2,False
576,0.0576041,1024,1000,6.08464,2,False
577,0.0576041,1024,1000,6.04535,2,False
578,0.0576041,1024,1000,6.04165,2,False
579,0.0576041,1024,1000,6.02783,2,False
580,0.0576041,1024,1000,6.07088,2,False
581,0.0576041,1024,1000,6.05189,2,False
582,0.0576041,1024,1000,6.07867,2,False
583,0.0576041,1024,1000,6.04447,2,False
584,0.0576041,1024,1000,6.09168,2,False
585,0.0576041,1024,1000,6.01447,2,False
586,0.0576041,1024,1000,6.10465,2,False
587,0.0576041,1024,1000,6.02577,2,False
588,0.0576041,1024,1000,6.09484,2,False
589,0.0576041,1024,1000,6.03648,2,False
590,0.0576041,1024,1000,6.05648,2,False
591,0.0576041,1024,1000,6.05487,2,False
592,0.0576041,1024,1000,6.0704,2,False
593,0.0576041,1024,1000,6.04047,2,False
594,0.0576041,1024,1000,6.07695,2,False
595,0.0576041,1024,1000,6.04816,2,False
596,0.0576041,1024,1000,6.14773,2,False
597,0.0576041,1024,1000,6.03562,2,False
598,0.0576041,1024,1000,6.04807,2,False
599,0.0576041,1024,1000,6.02612,2,False
600,0.0576041,1024,1000,3.95014,4,False
601,0.0576041,1024,1000,3.99237,4,False
602,0.0576041,1024,1000,3.96458,4,False
603,0.0576041,1024,1000,4.00059,4,False
604,0.0576041,1024,1000,3.97132,4,False
605,0.0576041,1024,1000,3.96156,4,False
606,0.0576041,1024,1000,3.97472,4,False
607,0.0576041,1024,1000,3.98591,4,False
608,0.0576041,1024,1000,3.94944,4,False
609,0.0576041,1024,1000,3.94159,4,False
610,0.0576041,1024,1000,3.9828,4,False
611,0.0576041,1024,1000,3.98875,4,False
612,0.0576041,1024,1000,3.95865,4,False
613,0.0576041,1024,1000,3.99143,4,False
614,0.0576041,1024,1000,3.92972,4,False
615,0.0576041,1024,1000,3.99062,4,False
616,0.0576041,1024,1000,3.98729,4,False
